row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls
462,462,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17849751393456357377,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17849751393456357377?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
463,463,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17849751393456357377,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17849751393456357377?region=IN,YouTubeVideo,2026-06-29,2356,2,4,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
464,464,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17849751393456357377,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17849751393456357377?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
465,465,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17854691954466488321,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17854691954466488321?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
466,466,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17854691954466488321,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17854691954466488321?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
467,467,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17854691954466488321,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17854691954466488321?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
468,468,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17969584966744408065,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17969584966744408065?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
469,469,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17969584966744408065,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17969584966744408065?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
470,470,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17969584966744408065,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17969584966744408065?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
471,471,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17990938856945352705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17990938856945352705?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
472,472,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17990938856945352705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17990938856945352705?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
473,473,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17990938856945352705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17990938856945352705?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
474,474,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17990938856945352705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17990938856945352705?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
475,475,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18102805094100631553,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18102805094100631553?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
476,476,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18102805094100631553,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18102805094100631553?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
477,477,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18102805094100631553,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18102805094100631553?region=IN,YouTubeVideo,2026-06-29,2356,2,5,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
478,478,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18102805094100631553,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18102805094100631553?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
479,479,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18102805094100631553,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18102805094100631553?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
480,480,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18176217492622409729,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18176217492622409729?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
481,481,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18176217492622409729,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18176217492622409729?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
482,482,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18176217492622409729,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18176217492622409729?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
483,483,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18176217492622409729,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18176217492622409729?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
484,484,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18298872481466810369,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18298872481466810369?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
485,485,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18298872481466810369,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18298872481466810369?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
486,486,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18298872481466810369,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18298872481466810369?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
487,487,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18298872481466810369,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18298872481466810369?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
488,488,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18399502096333275137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18399502096333275137?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
489,489,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18399502096333275137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18399502096333275137?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
490,490,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18399502096333275137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18399502096333275137?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
491,491,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR18399502096333275137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR18399502096333275137?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
